,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
232,232,house,398881a9,197490,"284,000","57,000","1,000",settled,196490,05/11/2021,03/02/2022,fire,275,,,,,,,
233,233,house,f3c935d2,181890,"417,000","83,000","2,000",settled,179890,10/10/2014,08/01/2015,water damage,410,,,,,,,
234,234,house,8fc3d91c,196280,"715,000","143,000",500,under investigation,0,23/07/2021,NA,water damage,696,,,,,,,
235,235,house,23e394c9,201820,"295,000","59,000","2,000",settled,199820,25/03/2017,23/06/2017,water damage,308,,,,,,,
236,236,house,7ee4d88a,179530,"531,000","106,000",500,open,20000,01/02/2014,02/05/2014,theft,542,,,,,,,
237,237,house,43847e09,188060,"437,000","87,000","1,000",denied,0,30/03/2010,NA,fire,450,,,,,,,
238,238,house,88407858,205190,"250,000","50,000","5,000",under investigation,0,31/08/2016,NA,fire,252,,,,,,,
239,239,house,4f4c4ff4,179860,"505,000","101,000","2,000",under investigation,0,28/03/2011,NA,fire,514,,,,,,,
240,240,house,343686d2,224250,"624,000","125,000","1,000",settled,223250,03/08/2022,01/11/2022,other,609,,,,,,,
241,241,house,04e10351,201070,3e+05,"60,000",500,under investigation,0,29/05/2023,NA,water damage,300,,,,,,,
242,242,house,9d28f69b,200790,"452,000","90,000","1,000",settled,199790,21/07/2009,19/10/2009,water damage,459,,,,,,,
243,243,house,c6d0574d,190270,"401,000","80,000",500,open,20000,23/09/2015,22/12/2015,theft,403,,,,,,,
244,244,house,3155c9c7,184080,"518,000","104,000","1,000",settled,183080,17/03/2017,15/06/2017,water damage,509,,,,,,,
245,245,house,6b5b1bd9,230290,"397,000","79,000","1,000",settled,229290,10/08/2006,08/11/2006,water damage,379,,,,,,,
246,246,house,4af2a718,191930,"555,000","111,000","1,000",under investigation,0,07/01/2010,NA,water damage,561,,,,,,,
247,247,house,af4d3cdd,228190,"478,000","96,000","5,000",settled,223190,14/09/2012,13/12/2012,water damage,461,,,,,,,
248,248,house,28ff1490,220660,"445,000","89,000","1,000",settled,219660,24/01/2005,24/04/2005,other,441,,,,,,,
249,249,house,0b653e22,203650,"653,000","131,000","2,000",settled,201650,09/07/2007,07/10/2007,nat cat,662,,,,,,,
250,250,house,54b41980,221450,"470,000","94,000","2,000",under investigation,0,02/03/2006,NA,fire,465,,,,,,,
251,251,house,2f6d0e87,174900,"470,000","94,000","2,000",settled,172900,22/03/2021,20/06/2021,fire,488,,,,,,,
252,252,house,76ff06c2,221490,"434,000","87,000","1,000",settled,220490,05/02/2012,05/05/2012,fire,423,,,,,,,
253,253,house,b15661aa,202890,"524,000","105,000","1,000",settled,201890,28/08/2007,26/11/2007,nat cat,515,,,,,,,
254,254,house,dd53e880,212000,"27,000","5,000",500,settled,211500,12/06/2017,10/09/2017,fire,44,,,,,,,
255,255,house,6c008763,188180,"571,000","114,000","5,000",settled,183180,18/08/2005,16/11/2005,other,558,,,,,,,
256,256,house,a77ca8c3,197980,"529,000","106,000","1,000",open,20000,06/12/2006,06/03/2007,theft,512,,,,,,,
257,257,house,a5125814,233620,"440,000","88,000","1,000",settled,232620,04/01/2008,03/04/2008,fire,441,,,,,,,
258,258,house,728ed594,203480,"312,000","62,000","5,000",settled,198480,16/02/2009,17/05/2009,fire,294,,,,,,,
259,259,house,3f30e9b9,196590,"329,000","66,000","1,000",open,20000,02/01/2010,02/04/2010,theft,336,,,,,,,
260,260,house,4a75a4e7,206530,"474,000","95,000","1,000",settled,205530,13/10/2008,11/01/2009,fire,468,,,,,,,
261,261,house,02c735a5,211170,"312,000","62,000","2,000",under investigation,0,21/12/2018,NA,water damage,329,,,,,,,
262,262,house,d8e4a087,217790,"264,000","53,000",500,settled,217290,23/08/2021,21/11/2021,nat cat,264,,,,,,,
263,263,house,9589751e,199660,"437,000","87,000","2,000",under investigation,0,28/10/2004,NA,water damage,456,,,,,,,
264,264,house,9f2b32c9,222020,"481,000","96,000",500,denied,0,26/11/2013,NA,other,484,,,,,,,
265,265,house,0d3c2047,190150,"481,000","96,000",500,open,20000,18/01/2021,18/04/2021,theft,471,,,,,,,
266,266,house,623586ba,191670,"315,000","63,000","5,000",under investigation,0,23/06/2004,NA,fire,327,,,,,,,
267,267,house,dc4fee31,186560,"572,000","114,000","5,000",settled,181560,18/01/2007,18/04/2007,other,559,,,,,,,
268,268,house,1bcb78e7,206670,"496,000","99,000","1,000",settled,205670,21/07/2009,19/10/2009,fire,501,,,,,,,
269,269,house,24b6d104,216550,"590,000","118,000",500,settled,216050,01/11/2014,30/01/2015,water damage,592,,,,,,,
270,270,house,9f188668,184570,"542,000","108,000","1,000",settled,183570,23/12/2016,23/03/2017,fire,529,,,,,,,
271,271,house,7e031490,196620,"832,000","166,000","2,000",settled,194620,17/10/2005,15/01/2006,water damage,833,,,,,,,
272,272,house,9649461a,204300,"217,000","43,000","5,000",settled,199300,15/04/2012,14/07/2012,fire,229,,,,,,,
273,273,house,1aa4139f,199210,"608,000","122,000",500,open,20000,19/01/2019,19/04/2019,theft,626,,,,,,,
274,274,house,45322160,199250,"506,000","101,000","2,000",settled,197250,27/03/2008,25/06/2008,fire,519,,,,,,,
275,275,house,8537c955,186880,"504,000","101,000","1,000",settled,185880,31/12/2005,31/03/2006,fire,515,,,,,,,
276,276,house,005eee26,206560,"593,000","119,000",500,settled,206060,04/02/2019,05/05/2019,water damage,605,,,,,,,
277,277,house,4d68f9ab,191530,"295,000","59,000","1,000",settled,190530,04/05/2006,02/08/2006,nat cat,304,,,,,,,
278,278,house,24c7dd61,210620,"355,000","71,000","2,000",under investigation,0,21/01/2019,NA,fire,342,,,,,,,
279,279,house,9a578915,216390,"766,000","153,000",500,settled,215890,14/01/2013,14/04/2013,water damage,784,,,,,,,
280,280,house,e6b008ae,215300,"486,000","97,000","2,000",settled,213300,09/10/2016,07/01/2017,fire,500,,,,,,,
281,281,house,ee809bba,191060,"579,000","116,000",500,under investigation,0,13/08/2023,NA,fire,592,,,,,,,
282,282,house,b27a6a43,182620,"571,000","114,000","1,000",under investigation,0,19/08/2019,NA,fire,575,,,,,,,
283,283,house,e43c0c14,217070,"443,000","89,000","5,000",settled,212070,28/04/2023,27/07/2023,nat cat,460,,,,,,,
284,284,house,ff808bee,220180,"446,000","89,000","2,000",settled,218180,22/09/2015,21/12/2015,fire,435,,,,,,,
285,285,house,5248bc5c,209500,"396,000","79,000","5,000",under investigation,0,18/08/2008,NA,fire,414,,,,,,,
286,286,house,9a4ff3d7,190820,"467,000","93,000","2,000",settled,188820,24/10/2014,22/01/2015,nat cat,474,,,,,,,
287,287,house,b8dd5cbf,207260,"338,000","68,000","2,000",settled,205260,06/09/2016,05/12/2016,nat cat,345,,,,,,,
288,288,house,24c805e6,215750,"303,000","61,000","2,000",open,20000,15/05/2009,13/08/2009,theft,300,,,,,,,
289,289,house,e411c74d,196300,"294,000","59,000","1,000",under investigation,0,22/04/2017,NA,fire,293,,,,,,,
290,290,house,dda1cabc,198760,"497,000","99,000","1,000",open,20000,17/08/2008,15/11/2008,theft,515,,,,,,,
291,291,house,03766dba,190990,"665,000","133,000","1,000",settled,189990,17/06/2017,15/09/2017,water damage,665,,,,,,,
292,292,house,5fcbb72a,173410,"485,000","97,000","5,000",settled,168410,11/11/2007,09/02/2008,water damage,491,,,,,,,
293,293,house,9474b608,194390,"342,000","68,000",500,settled,193890,07/12/2019,06/03/2020,nat cat,324,,,,,,,
294,294,house,55de8c19,197360,"415,000","83,000","5,000",settled,192360,09/04/2019,08/07/2019,water damage,431,,,,,,,
295,295,house,3ae8e5cf,227100,"452,000","90,000","1,000",settled,226100,19/06/2020,17/09/2020,water damage,437,,,,,,,
296,296,house,8c7c330a,202340,"596,000","119,000","5,000",settled,197340,20/06/2013,18/09/2013,fire,611,,,,,,,
297,297,house,f8748e01,217110,"486,000","97,000","1,000",denied,0,22/12/2023,NA,fire,498,,,,,,,
298,298,house,e315ba95,205510,"280,000","56,000","5,000",settled,200510,14/05/2004,12/08/2004,fire,283,,,,,,,
299,299,house,e0b1037f,187990,"525,000","105,000","1,000",settled,186990,01/05/2019,30/07/2019,other,516,,,,,,,
300,300,house,e7266e92,208930,"432,000","86,000","1,000",under investigation,0,13/01/2017,NA,water damage,435,,,,,,,
301,301,house,340241b3,212420,"743,000","149,000",500,under investigation,0,21/08/2011,NA,other,735,,,,,,,
302,302,house,029929f5,195840,"456,000","91,000","5,000",settled,190840,21/01/2020,20/04/2020,other,441,,,,,,,
303,303,house,aea13dc5,214200,"267,000","53,000",500,settled,213700,08/01/2023,08/04/2023,fire,264,,,,,,,
304,304,house,db78a122,183100,"408,000","82,000","5,000",settled,178100,06/01/2015,06/04/2015,water damage,404,,,,,,,
305,305,house,8f40becc,194100,"304,000","61,000","1,000",settled,193100,20/09/2021,19/12/2021,water damage,306,,,,,,,
306,306,house,9077b624,207110,"468,000","94,000","1,000",settled,206110,30/01/2008,29/04/2008,water damage,455,,,,,,,
307,307,house,2f1c98ed,221850,"372,000","74,000","5,000",under investigation,0,13/08/2017,NA,nat cat,358,,,,,,,
308,308,house,b23c080c,233580,"422,000","84,000",500,settled,233080,30/04/2016,29/07/2016,nat cat,441,,,,,,,
309,309,house,7f339d9e,202170,"427,000","85,000","1,000",under investigation,0,29/07/2004,NA,water damage,431,,,,,,,
310,310,house,d9f9e722,190650,"385,000","77,000","5,000",settled,185650,14/09/2010,13/12/2010,fire,401,,,,,,,
311,311,house,b239ffdb,208400,"344,000","69,000","1,000",settled,207400,20/04/2008,19/07/2008,fire,325,,,,,,,
312,312,house,4bb54dbe,201760,"489,000","98,000","1,000",open,20000,15/04/2015,14/07/2015,theft,471,,,,,,,
313,313,house,44012241,213070,"450,000","90,000","5,000",open,20000,24/03/2018,22/06/2018,theft,437,,,,,,,
314,314,house,b3590360,211460,"459,000","92,000","2,000",settled,209460,05/12/2015,04/03/2016,water damage,461,,,,,,,
315,315,house,8585e1a0,184860,"579,000","116,000","1,000",settled,183860,03/05/2015,01/08/2015,water damage,590,,,,,,,
316,316,house,3c3867a2,192030,"239,000","48,000","1,000",settled,191030,19/06/2012,17/09/2012,nat cat,231,,,,,,,
317,317,house,3e41d6ec,179680,"404,000","81,000","5,000",settled,174680,30/10/2018,28/01/2019,water damage,419,,,,,,,
318,318,house,805f5339,208210,"509,000","102,000","5,000",settled,203210,06/12/2017,06/03/2018,water damage,507,,,,,,,
319,319,house,bb702c78,190210,"395,000","79,000","1,000",settled,189210,12/02/2019,13/05/2019,nat cat,395,,,,,,,
320,320,house,2166e78e,182790,"524,000","105,000","5,000",settled,177790,22/01/2021,22/04/2021,other,520,,,,,,,
321,321,house,9b0a58ab,213660,"423,000","85,000","1,000",settled,212660,28/01/2016,27/04/2016,other,416,,,,,,,
322,322,house,3188d3ae,212670,"169,000","34,000","2,000",under investigation,0,29/09/2020,NA,water damage,159,,,,,,,
323,323,house,67bb5391,212340,"213,000","43,000","2,000",settled,210340,07/02/2018,08/05/2018,fire,223,,,,,,,
324,324,house,2fc704cf,224640,"358,000","72,000",500,open,20000,29/07/2018,27/10/2018,theft,378,,,,,,,
325,325,house,8a8501a8,189810,"455,000","91,000","5,000",settled,184810,26/07/2023,24/10/2023,fire,449,,,,,,,
326,326,house,15002118,204540,"394,000","79,000","5,000",settled,199540,23/08/2018,21/11/2018,nat cat,377,,,,,,,
327,327,house,547bcf40,203400,"205,000","41,000","5,000",settled,198400,12/03/2020,10/06/2020,water damage,205,,,,,,,
328,328,house,9b6e5cca,190150,"270,000","54,000","5,000",settled,185150,05/08/2008,03/11/2008,fire,270,,,,,,,
329,329,house,47aae4f0,182470,"515,000","103,000",500,settled,181970,26/01/2011,26/04/2011,nat cat,523,,,,,,,
330,330,house,f224dffd,200290,"523,000","105,000","5,000",settled,195290,01/02/2015,02/05/2015,fire,516,,,,,,,
331,331,house,214ffa9f,161880,"704,000","141,000",500,settled,161380,14/08/2015,12/11/2015,fire,703,,,,,,,
332,332,house,538ba59a,189540,"319,000","64,000","1,000",settled,188540,18/03/2014,16/06/2014,other,336,,,,,,,
333,333,house,cc734e0f,180470,"502,000",1e+05,500,open,20000,19/04/2004,18/07/2004,theft,521,,,,,,,
334,334,house,8153fdaf,191050,"578,000","116,000","2,000",settled,189050,23/05/2011,21/08/2011,water damage,568,,,,,,,
335,335,house,8e858730,187950,"418,000","84,000","5,000",settled,182950,30/03/2015,28/06/2015,nat cat,428,,,,,,,
336,336,house,249ce74e,211070,"335,000","67,000","2,000",settled,209070,01/10/2005,30/12/2005,fire,340,,,,,,,
337,337,house,8fef2255,191610,"210,000","42,000","2,000",settled,189610,25/08/2023,23/11/2023,water damage,192,,,,,,,
338,338,house,de77a467,183560,"53,000","11,000","5,000",settled,178560,06/04/2015,05/07/2015,fire,43,,,,,,,
339,339,house,ab636b70,212500,"620,000","124,000","5,000",settled,207500,20/05/2014,18/08/2014,fire,618,,,,,,,
340,340,house,59edbaf6,212330,"561,000","112,000","1,000",open,20000,13/06/2011,11/09/2011,theft,580,,,,,,,
341,341,house,2ab1dc8b,198470,"522,000","104,000",500,settled,197970,17/01/2013,17/04/2013,fire,539,,,,,,,
342,342,house,24dad5bc,205630,"350,000","70,000",500,settled,205130,24/10/2010,22/01/2011,nat cat,341,,,,,,,
343,343,house,c9161a83,183090,"567,000","113,000",500,settled,182590,01/03/2023,30/05/2023,water damage,581,,,,,,,
344,344,house,a2b82758,191530,"669,000","134,000","2,000",open,20000,06/07/2010,04/10/2010,theft,654,,,,,,,
345,345,house,05779929,203130,"251,000","50,000","2,000",settled,201130,24/07/2019,22/10/2019,nat cat,234,,,,,,,
346,346,house,4849b268,175640,"348,000","70,000","1,000",settled,174640,08/07/2021,06/10/2021,fire,334,,,,,,,
347,347,house,8e6319a2,221230,"306,000","61,000",500,settled,220730,11/08/2011,09/11/2011,fire,319,,,,,,,
348,348,house,b2f9167e,210360,"314,000","63,000","5,000",settled,205360,14/12/2004,14/03/2005,water damage,318,,,,,,,
349,349,house,f44c2a06,188500,"272,000","54,000",500,settled,188000,18/11/2014,16/02/2015,water damage,286,,,,,,,
350,350,house,2b3443da,214210,"424,000","85,000","1,000",denied,0,21/10/2014,NA,water damage,435,,,,,,,
351,351,house,09cbfa41,193420,"334,000","67,000","2,000",settled,191420,19/11/2005,17/02/2006,water damage,330,,,,,,,
352,352,house,4867496b,182780,"347,000","69,000","1,000",settled,181780,05/01/2020,04/04/2020,nat cat,349,,,,,,,
353,353,house,0c7f44b5,220570,"339,000","68,000","5,000",under investigation,0,12/12/2018,NA,other,327,,,,,,,
354,354,house,77edce0a,202300,"304,000","61,000","5,000",settled,197300,01/08/2019,30/10/2019,nat cat,287,,,,,,,
355,355,house,787c7b05,180930,"421,000","84,000","5,000",under investigation,0,30/04/2008,NA,fire,421,,,,,,,
356,356,house,2d427224,177090,"549,000","110,000","5,000",settled,172090,02/07/2007,30/09/2007,fire,566,,,,,,,
357,357,house,ffa4dc77,203330,"378,000","76,000","1,000",denied,0,08/04/2012,NA,water damage,376,,,,,,,
358,358,house,105e5ade,202880,"257,000","51,000","5,000",settled,197880,23/05/2007,21/08/2007,fire,243,,,,,,,
359,359,house,1e79797a,214700,"453,000","91,000","5,000",settled,209700,24/10/2009,22/01/2010,other,446,,,,,,,
360,360,house,65416a49,204500,"431,000","86,000","1,000",under investigation,0,18/08/2013,NA,fire,421,,,,,,,
361,361,house,71427068,200470,"347,000","69,000","5,000",settled,195470,04/12/2012,04/03/2013,nat cat,335,,,,,,,
362,362,house,e80e3bf8,201610,"583,000","117,000","1,000",under investigation,0,29/03/2019,NA,nat cat,568,,,,,,,
363,363,house,5fd21e2a,211000,"508,000","102,000","2,000",settled,209000,25/08/2011,23/11/2011,fire,490,,,,,,,
364,364,house,90116ad7,176050,"263,000","53,000","2,000",denied,0,14/11/2011,NA,fire,250,,,,,,,
365,365,house,6fdb718a,194670,"673,000","135,000",500,settled,194170,14/10/2006,12/01/2007,nat cat,681,,,,,,,
366,366,house,b46c6a23,188430,"675,000","135,000",500,open,20000,13/11/2011,11/02/2012,theft,655,,,,,,,
367,367,house,df3de34a,221550,"517,000","103,000","5,000",denied,0,29/08/2023,NA,fire,517,,,,,,,
368,368,house,c9e4937c,205220,"543,000","109,000","1,000",settled,204220,20/10/2014,18/01/2015,fire,532,,,,,,,
369,369,house,f166a332,196120,"554,000","111,000","2,000",under investigation,0,13/06/2016,NA,fire,538,,,,,,,
370,370,house,efea25cb,232680,"412,000","82,000","1,000",denied,0,31/12/2020,NA,nat cat,395,,,,,,,
371,371,house,ccea1197,207670,"461,000","92,000","5,000",settled,202670,04/11/2004,02/02/2005,nat cat,480,,,,,,,
372,372,house,0be10e7a,202370,"662,000","132,000","2,000",settled,200370,07/04/2006,06/07/2006,water damage,648,,,,,,,
373,373,house,6828b9fe,203980,"609,000","122,000",500,settled,203480,29/05/2010,27/08/2010,water damage,606,,,,,,,
374,374,house,3ada2ea8,214680,"488,000","98,000",500,under investigation,0,22/08/2005,NA,water damage,502,,,,,,,
375,375,house,3bf1e9d4,200730,"462,000","92,000","5,000",settled,195730,06/06/2015,04/09/2015,fire,465,,,,,,,
376,376,house,36ae5602,185960,"535,000","107,000","1,000",settled,184960,20/08/2018,18/11/2018,fire,515,,,,,,,
377,377,house,8cad9bf7,212570,"730,000","146,000","2,000",settled,210570,18/10/2008,16/01/2009,water damage,734,,,,,,,
378,378,house,408652e0,202900,"358,000","72,000","5,000",settled,197900,23/08/2015,21/11/2015,fire,340,,,,,,,
379,379,house,c5b8e72c,220780,3e+05,"60,000","1,000",settled,219780,16/11/2015,14/02/2016,fire,318,,,,,,,
380,380,house,ff518e22,217490,"393,000","79,000","1,000",settled,216490,15/02/2023,16/05/2023,nat cat,381,,,,,,,
381,381,house,91d417ef,194280,"369,000","74,000","2,000",under investigation,0,31/01/2004,NA,fire,364,,,,,,,
382,382,house,1f05ecf6,179280,"432,000","86,000","2,000",settled,177280,03/09/2023,02/12/2023,fire,423,,,,,,,
383,383,house,9bd1d1cf,199730,"325,000","65,000",500,open,20000,18/06/2015,16/09/2015,theft,313,,,,,,,
384,384,house,e1d62a85,193220,"259,000","52,000",500,settled,192720,08/03/2019,06/06/2019,water damage,254,,,,,,,
385,385,house,5f7682f4,202410,"693,000","139,000","1,000",open,20000,31/05/2010,29/08/2010,theft,677,,,,,,,
386,386,house,62385d6c,219630,"421,000","84,000","1,000",settled,218630,14/02/2010,15/05/2010,nat cat,416,,,,,,,
387,387,house,8f076d46,190870,"339,000","68,000","5,000",open,20000,22/12/2023,21/03/2024,theft,343,,,,,,,
388,388,house,c3c4d46c,182180,"457,000","91,000","5,000",settled,177180,06/08/2018,04/11/2018,nat cat,454,,,,,,,
389,389,house,85da231a,195770,"447,000","89,000","5,000",settled,190770,04/11/2011,02/02/2012,water damage,466,,,,,,,
390,390,house,0a7053c0,206920,"418,000","84,000","5,000",settled,201920,25/08/2016,23/11/2016,other,431,,,,,,,
391,391,house,61133e60,211360,"324,000","65,000","2,000",open,20000,25/07/2013,23/10/2013,theft,343,,,,,,,
392,392,house,4997e4cc,222250,"589,000","118,000","1,000",denied,0,28/02/2014,NA,fire,578,,,,,,,
393,393,house,490a7e6b,196910,"445,000","89,000","1,000",settled,195910,06/03/2022,04/06/2022,fire,454,,,,,,,
394,394,house,bab8b5be,173630,"382,000","76,000",500,settled,173130,10/05/2004,08/08/2004,fire,376,,,,,,,
395,395,house,beddf51d,234420,"417,000","83,000","1,000",settled,233420,08/02/2005,09/05/2005,water damage,403,,,,,,,
396,396,house,6de79e54,181190,"780,000","156,000","1,000",under investigation,0,09/10/2021,NA,water damage,773,,,,,,,
397,397,house,aeac29d7,189100,"645,000","129,000",500,settled,188600,07/02/2012,07/05/2012,fire,641,,,,,,,
398,398,house,4bb2cc75,208030,"544,000","109,000","5,000",under investigation,0,11/11/2012,NA,fire,561,,,,,,,
399,399,house,bcbb199a,159960,"316,000","63,000","5,000",settled,154960,05/09/2022,04/12/2022,water damage,322,,,,,,,
400,400,house,f0565c81,190390,"335,000","67,000","5,000",settled,185390,23/08/2012,21/11/2012,nat cat,320,,,,,,,
401,401,house,ee6184d8,204640,"290,000","58,000","2,000",under investigation,0,05/01/2013,NA,water damage,270,,,,,,,
402,402,house,520062af,167150,"407,000","81,000",500,under investigation,0,12/12/2011,NA,other,393,,,,,,,
